text,true_labels,predicted_labels,missed_labels,extra_labels,largest_decision_margin,source_name,source_type,technique_id,technique_name
"During Operation Dream Job, Lazarus Group targeted specific individuals within an organization with tailored job vacancy announcements.",reconnaissance,,reconnaissance,,-0.3182902938677683,Operation Dream Job,campaign,T1591.004,Identify Roles
MirrorFace has used vssadmin to copy registry hives including SAM.,credential-access,,credential-access,,-0.3188085777616684,MirrorFace,intrusion-set,T1003.002,Security Account Manager
"APT-C-36 has customized existing malware with new capabilities including njRAT, AsyncRAT, LimeRAT, and BitRAT.",resource-development,,resource-development,,-0.3198313485023838,APT-C-36,intrusion-set,T1587.001,Malware
LAPSUS$ has set an Office 365 tenant level mail transport rule to send all mail in and out of the targeted organization to the newly created account.,collection,,collection,,-0.32060309406459264,LAPSUS$,intrusion-set,T1114.003,Email Forwarding Rule
HermeticWiper can decompress and copy driver files using `LZCopy`.,stealth,,stealth,,-0.32188967632413534,HermeticWiper,malware,T1140,Deobfuscate/Decode Files or Information
FRP can use a dashboard and U/I to display the status of connections from the FRP client and server.,discovery,,discovery,,-0.3239092444973956,FRP,tool,T1049,System Network Connections Discovery
PAKLOG has used `GetForegroundWindow` to access the foreground window. PAKLOG has also captured text from the foreground windows.,discovery,,discovery,,-0.32434030727940755,PAKLOG,malware,T1010,Application Window Discovery
PS1 is distributed as a set of encrypted files and scripts.,stealth,,stealth,,-0.3349974724141962,PS1,malware,T1027.013,Encrypted/Encoded File
The AshTag stager component can retrieve and execute the main payload.,command-and-control,,command-and-control,,-0.3404909567942004,AshTag,malware,T1105,Ingress Tool Transfer
PureCrypter can use Telegram or Discord to send infection status messages.,command-and-control,,command-and-control,,-0.3407336654552967,PureCrypter,malware,T1102,Web Service
EXOTIC LILY has used the e-mail notification features of legitimate file sharing services for spearphishing.,initial-access,,initial-access,,-0.3417442985889444,EXOTIC LILY,intrusion-set,T1566.003,Spearphishing via Service
Troll Stealer collects all data in victim `.ssh` folders by creating a compressed copy that is subsequently exfiltrated to command and control infrastructure. Troll Stealer also collects key information associated with the Government Public Key Infrastructure (GPKI) service for South Korean government information systems.,credential-access,,credential-access,,-0.34528385563905095,Troll Stealer,malware,T1552.004,Private Keys
SDBbot has the ability to access the file system on a compromised host.,collection,,collection,,-0.3457998242351086,SDBbot,malware,T1005,Data from Local System
"During the 2025 Poland Wiper Attacks, the adversaries generated custom script with an LLM.",resource-development,,resource-development,,-0.3486164953051316,2025 Poland Wiper Attacks,campaign,T1588.007,Artificial Intelligence
BPFDoor can require a password to activate the backdoor and uses RC4 encryption or static library encryption `libtomcrypt`.,stealth,,stealth,,-0.35451259586169326,BPFDoor,malware,T1027,Obfuscated Files or Information
LAPSUS$ has gathered detailed knowledge of an organization's supply chain relationships.,reconnaissance,,reconnaissance,,-0.35747432383952027,LAPSUS$,intrusion-set,T1591.002,Business Relationships
"Cuckoo Stealer can use osascript to generate a password-stealing prompt, duplicate files and folders, and set environmental variables.",execution,,execution,,-0.3640487765207271,Cuckoo Stealer,malware,T1059.002,AppleScript
TrickBot has retrieved PuTTY credentials by querying the Software\SimonTatham\Putty\Sessions registry key,credential-access,,credential-access,,-0.36454917681672006,TrickBot,malware,T1552.002,Credentials in Registry
TA551 has used spoofed company emails that were acquired from email clients on previously infected hosts to target other individuals.,reconnaissance,,reconnaissance,,-0.3661796506127687,TA551,intrusion-set,T1589.002,Email Addresses
Qilin can use WinSCP for the secure file transfer of the Linux ransomware binary to a targeted system.,command-and-control,,command-and-control,,-0.36830095037851307,Qilin,malware,T1071.002,File Transfer Protocols
TrickBot can implant malicious code into a compromised device's firmware.,persistence|stealth,,persistence|stealth,,-0.37050515709996235,TrickBot,malware,T1542.003,Bootkit
SUNSPOT malware was designed and used to insert SUNBURST into software builds of the SolarWinds Orion IT management product.,initial-access,,initial-access,,-0.372830510366141,SUNSPOT,malware,T1195.002,Compromise Software Supply Chain
Emotet inflates malicious files and malware as an evasion technique.,stealth,,stealth,,-0.3771747909791911,Emotet,malware,T1027.001,Binary Padding
APT38 has prepended a space to all of their terminal commands to operate without leaving traces in the HISTCONTROL environment.,defense-impairment,,defense-impairment,,-0.3785478134965801,APT38,intrusion-set,T1690,Prevent Command History Logging
StrelaStealer has included BAT files in some instances for installation.,execution,,execution,,-0.38422277632894236,StrelaStealer,malware,T1059.003,Windows Command Shell
Rising Sun can clear a memory blog in the process by overwriting it with junk bytes.,stealth,,stealth,,-0.38647388633440766,Rising Sun,malware,T1070,Indicator Removal
MirrorFace has deleted directories containing malware and archives with files collected from the victim environment.,stealth,,stealth,,-0.38827517107758636,MirrorFace,intrusion-set,T1070.004,File Deletion
Sykipot is known to contain functionality that enables targeting of smart card technologies to proxy authentication for connections to restricted network resources using detected hardware tokens.,credential-access,,credential-access,,-0.4004529994814636,Sykipot,malware,T1111,Multi-Factor Authentication Interception
"In one instance, menuPass added PlugX as a service with a display name of ""Corel Writing Tools Utility.""",stealth,,stealth,,-0.4058042186018534,PlugX,malware,T1036.004,Masquerade Task or Service
PureCrypter code contains an ExclusionRegionNames option where it can compare the results of `kernel32!GetGeoInfo` with a list of regions.,stealth,,stealth,,-0.4103369337592647,PureCrypter,malware,T1480,Execution Guardrails
Indrik Spider used fake updates for FlashPlayer plugin and Google Chrome as initial infection vectors.,stealth,,stealth,,-0.43505507833356005,Indrik Spider,intrusion-set,T1036.005,Match Legitimate Resource Name or Location
EnvyScout can write files to disk with JavaScript using a modified version of the open-source tool FileSaver.,execution,,execution,,-0.43875956558051354,EnvyScout,malware,T1059.007,JavaScript
TONESHELL has the ability to pause operations for a specified duration prior to follow-on execution of activities.,stealth,,stealth,,-0.45116422504864706,TONESHELL,malware,T1678,Delay Execution
"FIN13 has observed the victim's software and infrastructure over several months to understand the technical process of legitimate financial transactions, prior to attempting to conduct fraudulent transactions.",impact,,impact,,-0.46234235937224233,FIN13,intrusion-set,T1657,Financial Theft
China Chopper's server component is capable of opening a command terminal.,execution,,execution,,-0.46956615653167566,China Chopper,malware,T1059.003,Windows Command Shell
MirrorFace has placed specific content in phishing emails to target members of particular political parties.,reconnaissance,,reconnaissance,,-0.4773406686991839,MirrorFace,intrusion-set,T1591,Gather Victim Org Information
"During the 2025 Poland Wiper Attacks, the adversaries observed that their malware was initially detected by the victims EDR solutions, so they modified the payload and attempted to execute the new version within the same day.",resource-development,,resource-development,,-0.4781656894319891,2025 Poland Wiper Attacks,campaign,T1587.001,Malware
"The Regin malware platform supports many standard protocols, including SMB.",command-and-control,,command-and-control,,-0.4898664289179897,Regin,malware,T1071.002,File Transfer Protocols
EXOTIC LILY has copied data from social media sites to impersonate targeted individuals.,reconnaissance,,reconnaissance,,-0.49661335428791953,EXOTIC LILY,intrusion-set,T1593.001,Social Media
Water Galura operates a news channel on Telegram to make announcements for the Qilin RaaS.,resource-development,,resource-development,,-0.5061219395987955,Water Galura,intrusion-set,T1585.001,Social Media Accounts
"APT-C-36 has gathered information on Colombian financial institutions, including Bancolombia, BBVA, Banco Caja Social, and Davivienda to craft phishing pages.",reconnaissance,,reconnaissance,,-0.5087842789932107,APT-C-36,intrusion-set,T1593,Search Open Websites/Domains
TONESHELL has generated unique GUIDs to identify victim devices. TONESHELL has leveraged environmental keying in payload delivery using the victim computer name and other configuration values. TONESHELL has also tracked IDs associated with reverse shell subprocesses to manage interactions and terminations from C2.,stealth,,stealth,,-0.5122683267166832,TONESHELL,malware,T1480.001,Environmental Keying
"During the 2025 Poland Wiper Attacks, adversaries performed a factory-reset on compromised devices that hampered forensic investigations.",impact,,impact,,-0.5133418392028309,2025 Poland Wiper Attacks,campaign,T1495,Firmware Corruption
MgBot includes modules for performing HTTP and server service scans.,discovery,,discovery,,-0.5246275819872744,MgBot,malware,T1046,Network Service Discovery
"During Operation Dream Job, Lazarus Group targeted Windows servers running Internet Information Systems (IIS) to install C2 components.",persistence,,persistence,,-0.5596810376827382,Operation Dream Job,campaign,T1505.004,IIS Components
"APT38 have created firewall exemptions on specific ports, including ports 443, 6443, 8443, and 9443.",defense-impairment,,defense-impairment,,-0.5744466724733749,APT38,intrusion-set,T1686,Disable or Modify System Firewall
"During Operation Dream Job, Lazarus Group used DOCX files to retrieve a malicious document template/DOTM file.",stealth,,stealth,,-0.5815144606170082,Operation Dream Job,campaign,T1221,Template Injection
"FIN6 has used scripting to iterate through a list of compromised PoS systems, copy data to a log file, and remove the original data files.",execution,,execution,,-0.5831923685283127,FIN6,intrusion-set,T1059,Command and Scripting Interpreter
"LazyWiper can specifically target multiple files by extension including: .rar, .tar.gz, .zip, .7z, .json, .bcp, .bak, .gho, .erf, .edb, .onepkg, .pst, and .ldiff.",discovery,,discovery,,-0.5883460655900034,LazyWiper,malware,T1083,File and Directory Discovery
